"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","cosmi","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40","cosed"
"Center for Recovery","Outpatient Clinic","3 Commercial Place","","Newburgh","NY","12550","","Orange","845-220-2146","https://cornerstonefamilyhealthcare.org","41.4937626","-74.0273537","SU","1","","","","","","1","1","1","","","","","","","","","","1","","1","1","","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","1","","1","","","","","","1","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","1","","1","","1","1","","","1","","","","","","","1","","1","","1","","","","","","","1","1","1","","","","","","1","1","","","","","1","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Center for Recovery","Opioid Treatment Program","3 Commercial Place","","Newburgh","NY","12550","","Orange","845-220-2146","https://cornerstonefamilyhealthcare.org","41.493771","-74.0273178","SU","1","","1","","1","","1","1","1","1","1","","","","","1","","1","1","","1","1","1","1","","","","","1","","","","","1","","","","","","","","","","","","","","","1","","1","","1","","","","","","1","1","1","1","1","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","1","","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","1","","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","1","1","1","","1","1","","","1","","","","1","","","1","","1","","1","","","","","","","1","1","1","","","","","","1","1","","","","","1","1","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Renwick Recovery","RRi","131 Mill Street","","Newburgh","NY","12550","","Orange","845-569-0775","https://","41.4948667","-74.0200082","SU","1","","","","","","","1","","","","1","","","","1","","","","","","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","","","","","1","","1","1","","","1","","","1","1","1","1","","","","","","","","","1","","1","","","","","","","","","","","","1","","1","1","1","","","","","1","","1","","","1","1","1","","","1","1","1","","1","1","","","","1","","","","1","","","1","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Access Supports for Living Inc","Newburgh Family Counseling","21-23 Grand Street","","Newburgh","NY","12550","","Orange","888-750-2266 x8355","https://www.accesssupports.org","41.4993597","-74.0100432","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","","1","","1","1","","","1","","1","1","1","1","1","","","1","1","","","","1","1","1","1","1","","","1","1","1","","1","","1","1","1","","1","1","1","","","1","","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Access Supports for Living Inc","Access Recovery","21-23 Grand Street","","Newburgh","NY","12550","","Orange","845-806-0190","https://accesssupports.org","41.4993597","-74.0100432","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","","1","","1","1","","","1","","1","1","1","1","1","","","1","1","","","","1","1","1","1","1","","","1","1","1","","1","","1","1","1","","1","1","1","","","1","","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Restorative Management Corporation","Outpatient Clinic 2","172-178 Liberty Street","","Newburgh","NY","12550","4912","Orange","845-561-5783","https://www.restorativemanagement.com","41.5015245","-74.0104111","SU","1","","","","","","","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","1","1","","1","","","1","1","","","","1","","","","1","","","","","1","1","","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","1","1","1","1","1","","","1","1","","1","","","1","1","1","","1","","","1","1","","","","","1","1","","1","1","1","","1","","","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","","","","1","","","1","1","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Access Recovery","OCCBHC","16-24 Union Street","","Middletown","NY","10940","","Orange","845-673-7077","https://www.accesssupports.org","41.4474752","-74.4221253","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","","1","","1","1","","","1","","1","1","1","1","1","","","1","1","","","","1","1","1","1","1","","","1","1","1","","1","","1","1","1","","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","1","1","1","1","","","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","","1","","","","1","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Restorative Management Corp","","7 Railroad Avenue","","Middletown","NY","10940","","Orange","845-342-5941","https://www.restorativemanagement.com","41.4487359","-74.4182968","SU","1","","","","","","","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","1","1","","1","","","","1","","","","1","","","","1","","","","","1","1","","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","1","1","1","1","1","","","1","1","","1","","","1","1","1","","1","","","1","1","","","","","1","1","","1","1","1","","1","","","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","","","","1","","","1","1","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Richard C Ward Addiction Trt Center","Inpatient Residential","117 Seward Avenue","Building 92, Suites 12-16","Middletown","NY","10940","","Orange","845-341-2500","https://oasas.ny.gov/","41.449136","-74.4380379","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","","1","1","","1","1","","1","1","1","1","","1","","","","","","","","1","","","1","","","","1","","","","","","1","1","1","","","1","1","","1","1","","","1","","","1","1","1","","","","1","1","","1","","1","1","1","1","1","","","","1","1","1","","","1","","1","1","1","1","1","1","","1","1","1","","","1","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","","","1","1","1","1","1","1","1","","","1","","1","1","1","1","","","","","1","1","","1","1","","","1","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"New Life Manor Res Reint Prog","RRi","127 Hickory Hill Road","Basement, 1st and 2nd Floors","Newburgh","NY","12550","","Orange","845-566-1224 x6293","https://www.recap.org","41.5447491","-74.0802729","SU","1","","","","1","","","1","","","","1","","","","1","","","1","","","1","1","1","","","","1","1","","1","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","1","","","","","1","","","","1","1","","","","1","1","1","1","","1","","","","","","","","1","1","1","","1","1","1","1","1","","1","1","","","1","1","","1","","","1","1","","","","","1","1","1","","","","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","","1","1","","","1","","1","","1","","","1","","","1","1","1","","","1","","1","1","1","","","","","","1","","","1","1","1","1","","1","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Restorative Management Corp","","123 Pike Street","","Port Jervis","NY","12771","","Orange","845-856-7576","https://www.restorativemanagement.com","41.3754987","-74.6918665","SU","1","","","","","","","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","1","1","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","1","1","1","1","1","","","1","1","","1","","","1","1","1","","","","","1","1","","","","","1","1","","1","1","","","1","","","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","","","","1","","","1","1","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Victory Recovery Partners","Shirley COP","2 Coraci Boulevard","1st Floor, Suites 15-18","Shirley","NY","11967","","Suffolk","631-696-4357","https://victoryrp.com","40.7722165","-72.8692919","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","1","","","","","","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","","1","1","","1","1","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Family Recovery Center","Substance Use Disorder Outpt Clinic","1235 Montauk Highway","","Mastic","NY","11950","2934","Suffolk","631-924-3741","https://www.fsl-li.org","40.8042885","-72.8531634","SU","1","","","","1","","","1","1","1","","","","","","","","","1","","","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","1","","1","1","","","","","","1","","","1","1","","1","1","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","1","1","","","","1","","1","","","","1","","1","1","1","1","1","1","","1","","","1","","1","1","1","1","","","","","","","","","","1","1","1","","1","1","","","1","","","","","","1","1","1","1","","1","","1","1","1","","1","","","1","","","","","","1","1","1","","1","1","","","","1","","1","","1","","","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCR Southern Dutchess Clinic","","942 Route 376","Suite 201","Wappingers Falls","NY","12590","","Dutchess","845-765-2366 x1400","https://www.lexingtonctr.org","41.607937","-73.831706","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","1","","1","1","","1","","","1","1","1","","","","","1","1","","","","1","1","1","","1","1","1","","1","1","","","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","","","","","","1","1","","1","","","","","","","","","1","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dowling House","Residential Reintegration","2103 New Hackensack Road","","Poughkeepsie","NY","12603","4849","Dutchess","845-452-8816","https://www.mhadutchess.org","41.6585491","-73.8751161","SU","1","","","","","","","","","","","1","","","","1","","","1","","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","1","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","","","","","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","","1","","1","1","1","1","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wellbridge Stabilization Program","Med Sup Withdrawal Inpatient","525 Jan Way","","Calverton","NY","11933","3005","Suffolk","631-508-5400","https://wellbridge.org","40.910036","-72.779113","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","","1","","","","","","1","1","","","","","","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","1","","","1","1","1","1","","","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","","","1","","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","","1","1","","","1","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Wellbridge Rehabilitation Program","Inpatient","525 Jan Way","","Calverton","NY","11933","3005","Suffolk","631-508-5400","https://wellbridge.org","40.910036","-72.779113","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","","1","","","","","","1","1","","","","","","1","1","","1","","","","1","","","","","","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","1","","","1","1","1","1","","","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","","","1","","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","","","","1","1","1","","1","1","","","1","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Hudson River Healing Services","Outpatient Clinic","391 Manchester Road","","Poughkeepsie","NY","12603","","Dutchess","845-990-7117","https://hudsonriverhealing.org/","41.6841093","-73.8623055","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","","","","","","","","","1","1","1","1","1","","","","","","1","1","1","","","","","1","1","1","1","","1","1","","1","1","","","","","","","1","1","1","1","","1","1","1","1","","","1","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","","1","","","","1","","1","1","1","1","1","1","1","","","","","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","","","1","","","1","1","1","","1","","","","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lexington Center for Recovery","COP2","41 Page Park Drive","","Poughkeepsie","NY","12603","","Dutchess","845-486-2950","https://www.lexingtonctr.org","41.6887672","-73.8719837","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","","1","1","","1","","","1","1","1","","","","","1","1","1","","","1","1","1","","1","1","1","","1","1","1","","","1","1","1","1","1","","1","","1","1","1","1","1","","1","","","","","","","","1","1","1","1","1","","1","","1","1","1","","1","","","","","","","","","1","","","","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bolger House","Residential Reintegration","230 Church Street","","Poughkeepsie","NY","12601","4264","Dutchess","845-452-9168","https://mhadutchess.org","41.6998807","-73.9242481","SU","1","","","","","","","","","","","1","","","","1","","","1","","1","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","","","","1","","1","1","1","1","1","1","","","","1","1","1","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","1","1","","1","","","1","","","1","","1","1","1","1","","1","","1","1","1","","","","1","1","1","1","1","1","1","","1","1","","1","","1","","1","1","1","","","","","","","","","","1","","","1","1","","","1","","1","1","1","","","","","","1","1","","1","1","1","1","","1","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Child and Family Guidance Center and","Addiction Services/Step One","106 Vineyard Avenue","","Highland","NY","12528","","Ulster","845-834-7300","https://www.step1ny.org","41.7185555","-73.9654403","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","","","","","","1","1","","","","1","1","1","","1","1","","1","","1","1","","","","","","","","1","1","1","1","1","1","","1","1","","","1","","1","1","1","1","1","1","","1","","","1","","1","1","1","1","","","","","1","1","","","","1","1","1","","1","1","1","","","1","1","1","","","1","1","1","1","","1","","1","1","","1","","1","","1","","","1","","","1","1","","1","","","","","","","","1","","1","1","","1","","","","","","1","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"New Hope Manor Inc SRh","Residential Stabilization and Rehab","35 Hillside Road","","Barryville","NY","12719","","Sullivan","845-557-8353 x332","https://www.newhopemanor.org","41.4755892","-74.9067646","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","","1","1","1","","","1","1","","1","1","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","1","1","1","","1","","1","1","1","","","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","","1","","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","1","1","","","","","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Florence Manor","Residential Reintegration","24 West Cottage Road","","Poughkeepsie","NY","12601","1227","Dutchess","845-473-2500","https://www.mhadutchess.org","41.7347098","-73.9117251","SU","1","","","","","","","","","","","1","","","","1","","","1","","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","","","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","","","","","","","1","","","1","1","1","","","","1","1","1","","","","1","","1","1","","1","1","","1","1","1","1","","1","","1","1","1","","","","","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","","1","","1","1","1","","","1","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Suffolk Cnty Dept of Hlth Servs","Div Comm Mental Hyg East End OTP","300 Center Drive","Suite 236 South","Riverhead","NY","11901","","Suffolk","631-852-2680","https://www.suffolkcountyny.gov","40.9140744","-72.6689299","SU","1","","1","","","","","","","","1","","","","","","","1","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","1","","1","","1","","1","","","","","","1","1","1","1","1","","1","1","","","","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","","","","","","","1","","","","1","1","","1","1","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","1","1","1","1","1","1","","1","","1","","1","1","","1","1","1","1","1","","1","","","1","1","","","1","","","","","","","","","","","","","","1","","1","","1","","","","","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","1"
"Seafield Services Inc","","240 West Main Street","","Riverhead","NY","11901","","Suffolk","631-288-1122","https://www.seafieldcenter.com","40.9174795","-72.66637","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","","","1","","","","","","1","1","","1","1","1","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","","","","","","1","1","","1","1","1","1","","1","","","","1","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1"
"Seafield Center Inc","Med Sup Withdrawal/Inpatient","7 Seafield Lane","","Westhampton Beach","NY","11978","2714","Suffolk","631-288-1122","https://www.seafieldcenter.com","40.8100056","-72.6374344","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","1","1","","1","","1","","","","","","1","1","","","","","","","","","","1","","","","1","","","","","","1","1","","1","1","","","","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","1","1","1","1","1","","","1","1","1","1","","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1"
"Seafield Center Inc","Inpatient Rehabilitation","7 Seafield Lane","1st Floor","Westhampton Beach","NY","11978","","Suffolk","631-288-1122","https://www.seafieldcenter.com","40.8100054","-72.6374303","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","1","1","","1","","1","","","","","","1","1","","","","","","","","","","1","","","","1","","","","","","1","1","","1","1","","","","","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","1","1","1","1","1","","","1","1","1","1","","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1"
"Child and Family Addiction Center","Addiction Services/Step One","83 North Main Street","","Ellenville","NY","12428","","Ulster","845-647-5400","https://www.step1ny.org","41.7181268","-74.3947814","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","","","","","","1","1","","","","1","1","1","","1","1","","1","","1","1","","","","","","","","1","1","1","1","1","1","","1","1","","","1","","1","1","1","1","1","1","","1","","","1","","1","1","1","1","","","","","1","1","","","","1","1","1","","1","1","1","","","1","1","1","","","1","1","1","1","","1","","1","1","","1","","1","","","","","1","","","1","1","","1","","","","","","","","1","","1","1","","1","","","","","","1","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"University Hospital/Stony Brook ELIH","Stony Brook Medicine/Quannacut OP","905 East Main Street","","Riverhead","NY","11901","","Suffolk","631-369-8966","https://elih.stonybrookmedicine.edu","40.9244068","-72.6476965","SU","1","","","","1","","1","1","1","1","","1","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","1","","","","","","","","1","","1","","1","","","","","","1","1","1","","1","","1","1","","1","1","1","","","","","","1","","1","","","1","","","1","1","","","","","","","1","1","1","1","","1","","1","1","","","1","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","","","","","","","1","","1","1","","1","1","1","","","","","1","","","1","1","1","","1","1","","1","1","1","1","1","","1","","1","1","1","","","1","1","1","1","1","1","","","","1","","1","","1","1","","","","","","","","1","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cape Road","Stabil Rehab","767 Cape Road","","Ellenville","NY","12428","","Ulster","845-647-6575 x3365","https://","41.7531438","-74.4433439","SU","1","","","","1","","1","1","1","","","","","","","1","","","","","","1","","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","","","","","1","1","1","","","1","1","","","","1","1","1","1","1","1","","","","","","","","1","1","","","1","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","","","","1","","","","","","","","1","1","","1","","","","","","","","1","1","1","","1","1","1","","1","1","1","1","1","","1","","1","","","","","1","1","","1","","1","1","1","","1","","","","1","","1","1","","1","","","","1","","","1","","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Long Island Center for Recovery Inc","Chemical Dependence Inpatient Detox","320 West Montauk Highway","","Hampton Bays","NY","11946","","Suffolk","631-728-3100 x116","https://www.longislandcenterrecovery.com","40.864267","-72.556273","SU","","1","","","","1","1","1","1","1","","","","","","1","","","","","","1","1","1","","","1","1","","","","1","","","","","","1","","","","","","","","","","","1","","","","1","","","","","","1","1","","","1","","","","","","","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","","1","1","1","1","1","1","","","1","","1","","","1","1","1","","1","1","1","1","","1","1","","","1","1","","","1","","1","1","","1","1","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Island Center for Recovery Inc","Inpatient Rehabilitation Program","320 West Montauk Highway","","Hampton Bays","NY","11946","","Suffolk","631-728-3100","https://www.longislandcenterrecovery.com","40.8642316","-72.5561775","SU","1","","","","","","1","1","1","1","","","","","","1","","","","","","1","1","1","","","1","1","","1","","","","","","","","","1","","","","","","","","","","1","","","","1","","","","","","1","1","","","1","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","","","","","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","","1","1","1","1","1","1","","","1","","1","","","1","1","1","","1","1","1","1","","1","1","","1","1","1","","","","","1","1","","1","1","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
