"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","cosmi","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40","cosed"
"Proceed Inc","Addiction Services","1126 Dickinson Street","","Elizabeth","NJ","07201","","Union","908-469-3200 x251","https://www.proceedinc.com","40.6627604","-74.2126591","SU","1","","","","1","","1","1","1","","","","","","","1","","","1","","","1","1","1","","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","","","","","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","","","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","","","1","","1","1","1","1","","","1","1","1","1","","","","1","1","1","1","1","","","","","","","1","1","1","1","1","1","","","","","","1","","","","","1","","1","1","","1","","","","","1","","","","","","","","","","","","1","","","","1","","","","","",""
"Acenda Inc","Sewell Counseling and Wellness Center","200 Holly Dell","","Sewell","NJ","08080","","Gloucester","844-422-3632","https://www.acendahealth.org","39.7476441","-75.1100432","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","","","","1","","","","","1","1","1","1","1","1","1","1","","","","1","","","","","","1","","1","1","","","","","","","","","","","","","1","1","1","","","1","","1","","","","1","","1","1","1","1","1","1","","1","","","","","1","1","1","1","","","","","1","1","","1","","1","","1","1","1","1","1","","","1","1","1","","","","","1","1","","1","","1","","1","1","","","1","","","1","","","","","1","1","","1","","","","","","","1","","1","1","","","","","","","","1","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sunrise Detox II","","1272 Long Hill Road","","Stirling","NJ","07980","","Morris","908-504-2700","https://www.sunrisedetox.com","40.6807535","-74.4974535","SU","1","","","","","","","1","1","1","","","","","","1","","1","1","","1","1","","","1","","","1","","1","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","","1","1","1","","","","1","1","1","1","1","1","","1","1","1","1","","","","1","1","1","","1","","1","1","1","1","","1","","","1","","","","","1","1","","1","","1","","","","1","","1","1","1","1","","","","","","","","","","","1","1","","1","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Intervention Specialists","","333 North Broad Street","Suite 2-B","Elizabeth","NJ","07208","","Union","908-289-0700","https://www.interventionspc.com/","40.6708576","-74.2149548","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","","","1","","","1","","","1","1","","","","1","1","1","","1","1","","1","1","1","1","","","","","","","1","1","1","1","","1","","1","1","1","","","1","","","1","1","1","1","","","1","","","","","1","1","1","1","","1","","1","","1","1","1","","1","1","1","","1","1","","","1","","1","1","","1","","","1","","","1","","1","1","1","1","1","1","","","","","1","","","1","1","1","","1","","","","","","1","1","","1","1","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Social Recovery Center","","841 Mountain Avenue","Suite 100","Springfield","NJ","07081","","Union","973-774-2273","https://www.socialrecoverycenter.com","40.6871541","-74.3338972","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","","","","1","1","1","","1","","1","1","1","1","1","1","1","","","1","","1","","1","","","","1","1","1","","1","1","1","1","1","1","","1","1","1","","","","1","1","","1","","","","","","","1","1","1","1","1","","1","","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Forge Health of West Deptford","","875 Kings Highway","Suite 201","Deptford","NJ","08096","","Gloucester","856-655-7600","https://www.forgehealth.com/","39.8267006","-75.1723301","SU","1","","","","1","","1","1","1","","","","","","","","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","","1","1","","","","","","1","1","1","1","","1","","1","1","1","","1","","","1","","","","","","","1","1","1","1","1","","1","","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","","1","1","","","1","","","","","","1","","1","","1","1","1","","","","","1","","1","","","1","1","","1","","1","","1","1","","1","","","","","","","","","1","","","","","","","","","","","","1","1","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lennard Clinic Inc","","850 Woodruff Lane","","Elizabeth","NJ","07201","","Union","908-352-0850 x410","https://www.thelennardclinic.org","40.6729912","-74.194674","SU","1","1","1","1","1","1","","1","","","1","","","","","","","1","1","","1","1","","","1","","","","1","","","","1","1","","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","","","1","1","","","1","","","","","1","","","1","","1","","","","","","","","","","","1","","1","1","1","","1","1","1","1","","","","1","","","1","1","1","1","1","","1","","","1","","1","1","1","1","","","","","1","1","","1","","","1","1","","1","1","","","","1","1","1","","","","","1","","","","1","1","","","","","","1","","","","","1","","","","","","","","","","","","","1","","","1","","","1","","","","","1","","","1","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Suburban Health Clinic","","43 Progress Street","","Union","NJ","07083","","Union","908-258-8765","https://suburbanhealthclinic.com","40.6915783","-74.3023337","SU","1","","1","","1","","","1","1","1","1","","","","","","","1","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","","","","","1","","","","","","","","","1","","1","1","1","","","","","1","","","","","","","","1","1","","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","1","1","","","","","1","1","","1","1","1","1","1","1","1","1","","1","","1","1","1","","1","1","1","1","","","","1","","","","","","1","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","1","1","","","1","1","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"BlueCrest Counseling Center","","571 Central Avenue","Suite 108","New Providence","NJ","07974","","Union","973-298-5776","https://www.bluecrestcounseling.com","40.6987866","-74.4040453","SU","1","","","","","","1","","1","1","","","","","","","","","1","","","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","","1","1","1","","1","","","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","","","","1","1","1","1","1","1","1","","","1","","1","","1","1","1","1","1","","1","","","","","1","","1","","1","","","","","","","1","","","","","","","","","1","","","1","1","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maryville Inc","Residential","1903 Grant Avenue","","Williamstown","NJ","08094","","Gloucester","855-823-3428","https://www.maryvillenj.org","39.6351126","-75.0346192","SU","1","1","","","","","","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","1","1","","1","1","1","1","1","1","1","1","1","","","","","","","","1","","","1","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","","","1","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","","1","1","1","","","1","1","1","1","1","1","1","","","1","1","","","1","1","1","","1","","","","","1","1","","","","","1","1","1","","1","","","","","1","","","","","","","","","","","","1","","","1","","1","","","","",""
"Helping Hand Behavioral Health","","2511 Fire Road","Suite A-10","Egg Harbor Township","NJ","08234","","Atlantic","609-383-8668 x126","https://www.helpinghandbehavioralhealth.com","39.421073","-74.5277439","SU","1","","","","1","","","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","","","","","1","","","","","1","","","","1","","","","","","","","","","","1","","","","","","1","1","1","1","","1","1","1","1","","1","","1","","","1","1","1","1","","","1","1","","","","1","1","1","1","1","","","","1","1","","1","","1","1","1","","1","1","1","","1","1","","1","","1","","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","","","1","1","1","1","1","","","","","","1","","","1","","","","","","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Advanced Family Counseling Services","","1767 Morris Avenue","Unit 301","Union","NJ","07083","","Union","908-533-7411","https://","40.6943528","-74.2593374","SU","1","","","","1","","","1","","","","","","","","","","","1","","","1","1","1","","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","1","","","","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","1","","1","","","1","","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","","1","1","1","","","","","1","1","","","1","","1","","","","","","1","","1","","1","","","1","","","","","","","","1","1","","","","","","1","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Behavioral Crossroads Recovery LLC","","205 West Parkway Drive","Suite 2","Egg Harbor Township","NJ","08234","","Atlantic","609-645-2500 x100","https://www.behavioralcrossroads.com","39.4214125","-74.5628285","SU","1","","","","","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","1","","1","","","","","","","1","","1","1","","1","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","1","","","1","1","1","","1","","1","1","1","","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","","","","1","","1","","","","1","","","","1","1","","1","","1","","","1","1","1","1","","1","1","","1","","1","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trinitas Regional Medical Center","Bayonne Community Mental Health","597 Broadway","","Bayonne","NJ","07002","","Hudson","201-339-9200 x6106","https://www.rwjbh.org/trinitas-regional-medical-center/","40.6675715","-74.1155311","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","1","","","","","","","","1","1","1","1","1","","","","","","1","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","","1","","","1","1","","1","","1","","1","","1","1","1","","","1","","1","","","1","","1","1","","1","","1","1","1","1","1","","1","","","","1","","","1","1","1","","1","","","","","","","1","","1","","","","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Greenbranch Recovery LLC","","206 West Parkway Drive","Suite 1","Egg Harbor Township","NJ","08234","","Atlantic","609-645-2500 x164","https://www.greenbranchnj.com","39.4212209","-74.5644299","SU","1","","","","","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","1","","","1","1","1","","1","","1","1","1","","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","","","","1","","1","","","","1","","","","1","1","","1","","1","","","1","1","1","1","","1","1","","1","","1","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Centers of America","Lighthouse Mays Landing Outpatient","5034 Atlantic Avenue","","Mays Landing","NJ","08330","","Atlantic","855-401-9913","https://www.recoverycentersofamerica.com/locations/lighthouse/outpatien","39.4404193","-74.6888481","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","","","","","","","","","","","","","1","1","1","","1","","","","","","1","1","","1","1","1","","","","","","1","1","1","","","1","","1","1","1","","1","","","1","1","","","","","","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","1","","","1","1","1","1","1","1","","","","1","","","","1","1","","1","","","","","","1","","","","1","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Centers of America","Lighthouse Inpatient","5034 Atlantic Avenue","","Mays Landing","NJ","08330","","Atlantic","609-782-0005","https://recoverycentersofamerica.com/locations/lighthouse/","39.4404193","-74.6888481","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","1","1","","1","1","","","","","1","","","1","1","1","","","","","","1","1","1","","","1","","1","1","1","","1","","","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","1","","","1","1","1","1","1","1","","","","1","","","1","1","1","","1","1","","","1","","1","","","","1","","1","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Summit Oaks Hospital","","19 Prospect Street","","Summit","NJ","07901","","Union","908-522-7000","https://www.summitoakshospital.com","40.714077","-74.3626381","SU","1","1","","","","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","1","","","","","","","","","","","1","1","","","1","","","","","","","","1","1","1","1","","","","","","1","1","1","","1","1","","","","1","","1","","","","","","","","1","1","","1","","","1","1","1","1","","","1","","1","1","","","1","1","","1","","","","1","","","1","1","1","1","","","1","1","","1","","1","","1","1","1","","","","1","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","1","1","1","1","","1","","","1","","","1","1","1","","1","1","1","1","","1","","","1","1","1","","","1","","","","","1","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Helping Hand Behavioral Health Corp","","1080 North Delsea Drive","","Clayton","NJ","08312","","Gloucester","856-881-9000 x238","https://helpinghandbehavioralhealth.com","39.6730448","-75.0961626","SU","1","","","","1","","","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","","","","","1","","","","","1","","","","1","","","1","1","1","","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","1","1","","1","","1","1","1","","1","1","1","","1","1","","1","","1","","1","1","1","","1","","1","1","1","1","","1","","1","1","1","1","","","1","1","1","1","1","","","","","","1","1","","1","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"John Brooks Recovery Center","","1455 Pinewood Boulevard","","Mays Landing","NJ","08330","","Atlantic","609-569-7866","https://www.jbrcnj.org","39.4422895","-74.7021627","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","1","","","","","","","","","1","","","","","","","","1","1","1","","","1","","","","","1","1","1","1","1","","1","","","1","1","1","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","","1","1","1","","1","","1","","","","","1","1","","","","1","1","1","","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","1","1","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"American Habitare and Counseling Inc","","687 Frelinghuysen Avenue","","Newark","NJ","07114","","Essex","973-799-0508","https://www.AmericanHabitare.com","40.6982485","-74.1984021","SU","1","1","1","1","1","1","1","1","1","1","1","","","","","1","","1","1","","1","1","1","","1","","","","1","","","","1","1","1","1","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","","1","1","","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","","","1","1","","1","1","","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"Addiction Recovery Systems","","1409 Cantillon Boulevard","","Mays Landing","NJ","08330","","Atlantic","609-601-8611 x101","https://www.addictionrecoverysystems.com","39.4411863","-74.7077565","SU","1","","1","","1","","","1","","","1","","","","","","","1","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","1","1","1","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","1","","","","","1","1","1","","","1","","","","1","1","1","","1","","1","1","","","","1","1","","1","","","1","","","","","","1","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","1","1","","1","","1","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"New Pathway Counseling","","995 Broadway","","Bayonne","NJ","07002","","Hudson","201-802-8352 x102","https://www.newpathway.com","40.6819171","-74.1033131","SU","1","","","","","","","","","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","1","","","","","","1","1","","","1","","","","","1","","1","","","","","","","","1","1","","1","","","","","","","","","","1","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","","1","","","","","1","","1","","","1","1","1","","","","1","1","1","1","","","","","","","","1","1","1","1","1","","","","","","1","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"North East Counseling Services LLC","Northeast Counseling","249 South Delsea Drive","","Clayton","NJ","08312","0542","Gloucester","856-899-7130","https://","39.6526603","-75.0899311","SU","1","","","","","","","","","","","","1","","","","","","1","","1","1","1","","","1","","","1","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","1","","","","1","","","","","","1","1","","","","1","1","","","1","1","","1","","","1","","","","","","","","1","1","1","1","","1","","1","1","","","1","","1","1","1","1","1","1","","1","","","","","","1","1","1","","","","","","","","1","","1","","1","","1","1","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lennard Clinic Inc","","461 Frelinghuysen Avenue","","Newark","NJ","07114","","Essex","973-596-2850 x217","https://www.thelennardclinic.org","40.7050766","-74.1940886","SU","1","1","1","1","1","1","","1","","","1","","","","","","","1","1","","1","1","","","1","","","","1","","","","1","1","1","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","","","1","1","","","1","","","","","1","","","1","","1","","","","","","","","","","","1","","1","1","1","","1","1","1","1","","","","1","","","1","1","1","1","1","","1","","","1","","1","1","1","1","","","","","1","1","","1","","","1","1","","1","1","","","","1","1","1","","","","","1","","","","1","1","","","","","","1","","","","","1","","","","","","","","","","","","","1","","","1","","","1","","","","","1","","","1","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Owen Health Care Inc","","2041 Springfield Avenue","","Vauxhall","NJ","07088","","Union","908-258-7796","https://www.owenhc.com","40.7194674","-74.2771229","SU","1","","","","1","","","1","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","","","","1","1","1","1","","","","","","","","1","","1","1","1","1","1","1","1","","","","","1","","","","1","1","1","","","","1","","1","","1","1","","1","1","","","","1","","","","","","","","","","","1","1","","1","1","","1","","","","","","1","","","","","","","","","","1","","","","","1","","","1","1","1","","","","","","","","","","","","","1","","","",""
"John Brooks Recovery Center","","660 Black Horse Pike","","Pleasantville","NJ","08232","","Atlantic","609-345-2020 x12966","https://www.atlanticare.org/services/addiction","39.3944106","-74.5363497","SU","1","","1","","1","","1","1","1","1","1","","","","","","","1","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","1","","","","","","","","1","1","1","","","1","","","","","1","1","1","","1","","1","1","1","1","1","1","","","","1","","","","1","1","","","","","","1","","","","","","1","1","1","1","1","","1","1","1","1","1","","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","","","1","","","","","","","","1","1","","1","","","","","","1","1","","1","1","1","1","","","","","","1","","","1","1","1","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Human Empowerment Institute","","49 Nesbit Terrace","","Irvington","NJ","07111","","Essex","973-351-9111","https://heisupport.org","40.723582","-74.237131","SU","1","","","","","","","","","","","","1","","","","","","1","","","1","","","","1","","","1","","","","","","1","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","","1","","1","1","1","1","1","","","1","","","","","","1","1","1","","","","1","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Bridge","","50 Union Avenue","Suite 306","Irvington","NJ","07111","","Essex","973-372-2624","https://www.thebridgenj.org","40.724607","-74.2302674","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","","","1","","1","1","","","","","","","","","","1","1","","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","","","1","","1","1","1","1","1","","","","","","","","1","1","1","1","","","","1","1","1","","1","","1","","1","","1","1","1","","","1","","1","","1","","","1","","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","1","","","1","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Angel Hope House","","800 Clinton Avenue","","Newark","NJ","07108","","Essex","862-849-8671","https://www.angelhopehouse.org","40.72292","-74.2143815","SU","1","","","","","","","","","","","1","","","","1","","","1","","","1","","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","1","","","1","","","1","1","","","","1","","","","1","","","","1","","1","","1","1","","","","","","","","","1","1","1","","1","1","","1","1","","","1","","","1","1","1","","","","","","","1","","1","1","1","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","","","1","1","","","","","","","","","1","","","","1","","","","1","","","1","","","","","","","","1","","1","1","","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Just One Big Happy Family LLC","","860 Grove Street","","Irvington","NJ","07111","","Essex","973-373-0810","https://","40.729166","-74.2198061","SU","1","","","","1","","1","1","1","","","","","","","1","","","1","","","1","1","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","","1","1","","1","","","1","1","1","","1","","1","","","1","1","1","1","1","1","1","","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","","","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","","1","","1","1","1","1","","1","","1","1","","1","","","1","1","","1","","","","","","","1","1","1","1","1","1","1","","1","","","","","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Integrity House","","1091 Broad Street","","Newark","NJ","07114","","Essex","973-623-0600","https://www.integrityhouse.org","40.7245224","-74.1790175","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","1","","1","1","","","1","","1","1","","1","1","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","","","","","","1","1","","1","1","","1","","1","1","1","1","1","1","1","","","1","1","1","","1","","","","","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Integrity Inc","DBA Integrity House","99 Lincoln Park","","Newark","NJ","07102","","Essex","973-623-0600","https://www.integrityhouse.org","40.7254628","-74.1788253","SU","1","","","","","","1","","1","1","","","","","","","","","1","","","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","1","1","","1","1","1","","","1","","","","1","1","","","","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","","","1","","","1","1","","1","","","1","1","","1","","1","1","1","1","","","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","","","","1","","","1","1","","","","","","1","1","","","","","1","1","","","","","","1","1","","","","1","","","","1","","","1","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
